ID,CLASSIFICATION CODE
1091106,102
1091107,102;109
1091125,101
1091126,102;109;111;112;113
1091132,104;108
1091138,101
1091140,108;109;112;116;117
1091150,102
1091152,111
1091158,102;109
1091160,108;115
1091162,102;103;105;106;113
1091164,101;102;103;104;105;106
1091166,101;109
1091169,101;103;104;105;106;107;108
1091175,101;112
1091176,101
1091177,101;102;113
1091179,101;102
1091180,102
1091196,103;105;106;113;117
1091199,102
1091208,101;102;105;108;117
1091214,102
1091215,102
1091219,103;106
1091225,111
1091229,101;106;108
1091240,108
1091243,103
1091248,101;102
1091249,101;102;105;109
1091254,101;102;109;110;112;113
1091256,102;103;105;106;107;108;113
1091260,101;109;110
1091263,101;102;103;104;105;107;109;110;112;113;116;117
1091264,101;105;106;109
1091275,102;113
1091279,102
1091280,101;102;105;108
1091283,102;112
1091288,101;102
1091291,101;106;108;115
1091292,102
1091295,102;105;106;107
1091299,101;102
1091300,108
1091309,111;112
1091317,103
1091320,102
1091323,102;109;112;116
1091327,109
1091331,101
1091337,102
1091343,102
1091344,102;109;110;113;115;116
1091345,101;111
1091350,101
1091351,102;108
1091353,103
1091356,101;102;103;104;109;110;111;112;116
1091358,108
1091365,101;102;112;114
1091366,105
1091367,102
1091374,101;103;106;113
1091375,102
1091380,102
1091383,102
1091392,105;108
1091393,102;109
1091397,101;105;106;107;112
1091400,108
1091406,102;112;113
1091409,101;102;103;104;105;106;107;113
1091413,108
1091417,101;102;103;104;105;106;107;110;112;113
1091421,101;102;103;105
1091422,108;109;112
1091424,108
1091425,102
1091427,102
1091430,102
1091431,108
1091432,101;105;106;108
1091433,102
1091435,102
1091437,101;102;103;104;105;109
1091439,101;102
1091445,102;103
1091446,101;105;113
1091449,102;110
1091452,102;103;104;105;106;107;108;109;112;113
1091453,101;103;104
1091465,102
1091467,101;102
1091468,102
1091469,102;105;108;109
1091470,101
1091472,101;113
1091473,101
1091477,101;102;105;107;108;113;117
1091480,103
1091484,102
1091489,101;102;103;104;105;106;107;110;113
1091491,102
1091493,101;103;106;108
1091497,101
1091500,102;105;108
1091506,102;110
1091510,102
1091513,102;103;105;112
1091521,101;102;103;104;105;107;108;109;110;111;112;116;117
1091523,101;102;106;109;112
1091525,101
1091528,101;102;110;113
1091540,101;102;103;104;105;106;107;108
1091553,101;102;105
1091555,108
1091563,102
1091569,102;103
1091588,102;109
1091590,101;102;103;105;106;108
1091592,101
1091597,101;102;103;104;110
1091598,102;110;112;116
1091600,101;108;117
1091618,102
1091620,103;105
1091628,101;102;103;105;117
1091633,110
1091634,101;102;103;104;105;106;107;108
1091637,101;102;103;104;105;106;108
1091642,105;106;108
1091646,102;111;112
1091647,102;111;112
1091657,101;104;105
1091658,101;102
1091660,101;105;111
1091671,102;111;112;113
1091672,102
1091673,102;103;104;105;106;110;112;113
1091675,101;102;103;104;105;109;110;112
1091676,101;102;103;104;105;106
1091682,102;105
1091687,102;105;106;107;113
1091693,101
1091698,102;105;112
1091700,113
1091705,101;102;108
1091707,105;106;107;108;111;112
1091708,102;103
1091714,102;103;109
1091718,101;102;105;112
1091720,102;109;112
1091727,103;106
1091728,102
1091734,102
1091739,101;103;104;111
1091743,105;106
1091745,102;110;112
1091752,102;105
1091757,101;105
1091764,102
1091770,102;103;104;105;107;113
1091771,105;108
1091773,101;102;103;104;105;106;108
1091775,101
1091780,101;102;108;113
1091783,108
1091788,101
1091791,102;105;108
1091792,103;105;106
1091793,101;102;103;104;105;106;107;117
1091794,102
1091802,103;105
1091805,101;102;109;110
1091806,102;105;110;113
1091812,102
1091814,103
1091816,108
1091818,101
1091820,102
1091821,108
1091822,101;102;104;105;106;107
1091831,101;102;105;109;112;113
1091832,101;105
1091835,102;108
1091837,103
1091838,101
1091840,117
1091847,102;105
1091848,102;109;110
1091850,101;102;103;104;105;106;108;113
1091851,102
1091852,102
1091859,101;106;108
1091864,101;103;104;105
1091865,102;104
1091867,101;102;105;108
1091870,102
1091871,102
1091881,102;105;108
1091885,102
1091894,101;102;110
1091896,102;110;113
1091897,101;102;103;104;105
1091898,103;109
1091902,101
1091904,101;102;113
1091907,102
1091908,102;104
1091910,102
1091911,102
1091912,101;117
1091917,102
1091924,102
1091925,112
1091933,102
1091937,103;105;107;117
1091943,101;102;103;109;110
1091947,106
1091955,102;103;104;106
1091959,101;103;106;110;112
1091961,102
1091963,101;102;103;104;105;106
1091970,102
1091972,101;102;105;106;113
1091973,102;109
1091975,101;102;113
1091978,101
1091984,101
1091988,102
1091991,101
1091994,101
1091999,101;102
1092003,101
1092005,101;102;109
1092008,102;110;112
1092011,101
1092024,102;113
1092028,101;102;103;105;106;107;110;113
1092034,102
1092043,101;102;105;107;110;112;113
1092044,101;105
1092048,102
1092052,101;102
1092055,102;109
1092059,102;108;109;112;113
1092061,102;103;104;105;106;107
1092062,108
1092068,101
1092071,101;102
1092073,102
1092077,107;112;113
1092084,101;102;105;111
1092088,103;104
1092089,102;105;113
1092092,102;109;112
1092093,102;104;105;109;112;113
1092094,102;110
1092098,102
1092099,102
1092100,108
1092105,101;109
1092106,101;102;103;104;107
1092109,102;103;104;105
1092113,101
1092114,102;105;108
1092116,101
1092119,112
1092120,101;102;103;104
1092123,105;108
1092124,103
1092132,101;104;108;109;110;112
1092135,101;102;103;104;105;106;107;108;113
1092143,102;104;109;110
1092144,102
1092145,101;105;110;117
1092146,102;103;104;105;109;110
1092149,101
1092150,108
1092153,103
1092154,101;102;104;105;106;107
1092155,105;107;108
1092161,101;102;103;104;105;106;107;110;113
1092164,102
1092176,101;102;103;104;105;106
1092178,101;102;110
1092179,108;112
1092181,101;103;105;106
1092185,112
1092190,103
1092192,102;103
1092193,102;112
1092194,102;104;105
1092195,102
1092201,101;109;110;112
1092207,102;106
1092209,103
1092210,101;110;113
1092220,101;102;103;104;105;106;108;111;112
1092223,102
1092229,108
1092230,105;108
1092233,102;108
1092235,102
1092236,105;106
1092238,101;102;110;113
1092241,101;102;112
1092243,102;110
1092244,102;104;110
1092257,101;108;113
1092260,102;108;109
1092269,102;109;110
1092278,102
1092281,102
1092284,102;103
1092295,102
1092300,102;103;104
1092302,108;112
1092308,101;102;103;104;105;106;108;109;110;112;113
1092309,101
1092310,102;110
1092312,101;102;103;104;105
1092317,102
1092323,101
1092328,101;102;103;104;105;107;109;110;112;113
1092331,101;102;110
1092335,102;103;105;108
1092341,101;102
1092342,108;109;113
1092343,102
1092344,102;117
1092347,105;106
1092348,105;106;108
1092353,101
1092354,102
1092356,101;102;103;105;106;107;108;113
1092357,108;112
1092359,101;105;107
1092360,101
1092368,101;102;103;105;108
1092378,102
1092383,102
1092384,102
1092387,102;104
1092390,101;102;103
1092396,101;105;106;108
1092401,102;108
1092403,102;103;105;108
1092405,101;102;109
1092407,102
1092409,102;113
1092412,102
1092413,102;103;104;105;106;113
1092416,101;112
1092419,108
1092420,102
1092431,101
1092432,101;102;103;105;106;109;112;113;115
1092439,102;103;104;105;107;113
1092440,102;109;110;112
1092441,102
1092472,102
1092473,101;103;104;105;106
1092476,101;102;108
1092477,105;106;113
1092483,103;105
1092485,101;102;104;105;106;107
1092487,101;102;105;108
1092492,102;109;110;111;112
1092499,102
1092501,101;103;104;105;106;107;110;111;112;113
1092503,102;109;110
1092508,102;108
1092509,102;103;104;113
1092510,101;108;113
1092514,101;102;110
1092516,101;102;103;104;105;106;109;110
1092518,102
1092520,102
1092529,112
1092534,101;103;106
1092537,101;105
1092540,103;117
1092542,102;103;105;107;113
1092544,101;102;103;104;105;108
1092546,101
1092547,101;102;103;104;105
1092557,102
1092558,102
1092561,101;105;106;108
1092565,102
1092569,101;103;104;105;106;107;110;111;112;113
1092574,102;103;105;108;113
1092575,103;104
1092576,108;113
1092577,102;113
1092580,101
1092581,102
1092583,102
1092591,101;102;103;104;105;106;107;108
1092594,112
1092596,101;102
1092597,102;103;105;110;112
1092604,101;102;104;105;106;107;109;110;112;117
1092608,101;102;108;109;110;113
1092612,101;102;104;105
1092615,102;103;104;113
1092616,101;102;103;105;111;112;113
1092617,102
1092621,101;102;113
1092627,102;113
1092630,102;106
1092631,102;105;110
1092638,101;102;103;104;105;106
1092640,111;112
1092642,101;105;108
1092647,102;105;107
1092650,101;102;103;104;105;106;115;117
1092662,101;102
1092663,101
1092671,103;105
1092672,101;102;103;104;105;106;107;108
1092674,102;103;105;106;107;112;113;115
1092676,109
1092678,101;102;103;104;109;110;111
1092679,101;102;104;105;106;108;109;110;112;113
1092682,101;102;105;108;117
1092686,102;105;106;108
1092693,102;105;106;108
1092696,101;102;108
1092703,101;102;108;109
1092709,102;103;105;106;107;108;113
1092719,102;103;104;105;106;113;115
1092720,109
1092724,101;102;103;105;106;113;115;117
1092731,101;102;104;105;107;109;110;113
1092737,102
1092742,101;103;104
1092745,103
1092747,101;102;104;105;109;110;113
1092751,101;102;103;105;108
1092753,101;102;105;106;108;113
1092758,101;103;104;105;108;109;110;112
1092764,113
1092765,101
1092768,102;109;113
1092779,101;103;107
1092782,102;103
1092787,101
1092791,102;108
1092794,102
1092795,101;108
1092802,102
1092803,110
1092805,101
1092806,102
1092811,102
1092815,101;102;105;109;110
1092825,102;113
1092828,101;102
1092829,101;105
1092830,102;105;108
1092831,102
1092832,102
1092833,102;109
1092836,101;103;104
1092838,105
1092843,101;105;108
1092846,111
1092850,101;102;105;108
1092853,101;102;103;105;109;110;113
1092855,102;109
1092858,102
1092862,101
1092865,102;113
1092867,102
1092869,102
1092874,102;104
1092875,102;113
1092880,102;103;104;105;106
1092882,101
1092889,102;110
1092890,107;108;112
1092891,102;113
1092893,108
1092895,101
1092897,102
1092898,108
1092900,101;108
1092904,101
1092906,101;102;103;110
1092922,102
1092923,102;103;104
1092924,102
1092926,101
1092929,102;105;113
1092934,112
1092935,102;103;105;106;107;108;113;115
1092936,102;110
1092940,102;108;109
1092941,103
1092942,102;103;105;106
1092943,108
1092945,101;103;108
1092948,102;105;106;113
1092954,102;108
1092956,102;109;112
1092970,101;102;103;104;105;106;108;111;112
1092971,102;109;110
1092974,103;104;105;106;108
1092978,101;102;105;108;113
1092991,101;102;103;104;105;106;107;109;110;112;113
1092993,102;104;109
1092996,101
1093005,102;105;109;110;113
1093008,102;103;104;113
1093015,101
1093017,102
1093019,102
1093028,101;102;105;113
1093037,102
1093038,103;104
1093039,102;106;113
1093041,101;102;110
1093046,101
1093047,102;113
1093055,102
1093056,102
1093062,102
1093068,102
1093072,102;103
1093081,112
1093083,102;113
1093086,102;105;106;108
1093088,101;102;105;106;109;117
1093093,102
1093098,102;112
1093105,101;102;103;104;105;110
1093115,102;103;106
1093116,102
1093117,101;102;113;117
1093118,102;103
1093124,102
1093128,101;102;103;104;105;108;113;115
1093129,102
1093132,110
1093139,102
1093142,102
1093144,101;103;104;105;106;107;110;111;112;113
1093147,101;102;103;109
1093149,101;105
1093151,102;104
1093152,105;108;109
1093158,103;105;106;108;109;110;113
1093162,101;102;103;105;107;109;112;113;115
1093167,113
1093175,102
1093177,102;109;110
1093190,102
1093193,102
1093194,101;102
1093197,102;110
1093198,101;102;103;104;105;106;107;108
1093199,102;108
1093201,102
1093203,102
1093204,103;104;111
1093212,101;102;105;110;113
1093215,101;113
1093219,102
1093228,108
1093229,102
1093232,112
1093235,108
1093238,102
1093242,102
1093246,102;103;104;105;106
1093247,103
1093249,101;103;104;105
1093252,102;108
1093255,102;105;106;113
1093256,101;102
1093260,101;102;103;113
1093270,102
1093276,101;110
1093278,102
1093280,101;102
1093284,102
1093285,105;106;113
1093288,102;103;104;106
1093294,102
1093296,102
1093303,101
1093305,103;104;105
1093315,102
1093324,101
1093327,112
1093329,101;102
1093331,101;102;103;104;105;106;107;108;109;112;115
1093332,102;103;104
1093333,105;106;108
1093339,101;102;103;104;105;110;113
1093340,101;102;104;110
1093341,102
1093357,101;102;103;105
1093362,101;102;104;105
1093366,102
1093371,101
1093374,102;109;110;112
1093375,101;102
1093376,101
1093377,101
1093379,102
1093394,101;109;110;113
1093397,102
1093401,102;108;117
1093402,101
1093407,102;109
1093408,102;110
1093414,101;102;103;105;106
1093421,102;103;104
1093423,101
1093427,101;102
1093428,101;102;103;105
1093436,112
1093439,102;103;105;109
1093440,102
1093442,101;102;105;109
1093443,101;102;103;105;108;113
1093447,102;105
1093448,102
1093449,102;104;105
1093450,101;103;104
1093451,102
1093453,101;102;105;108
1093460,102
1093469,102
1093474,101;102;103;104;105;106;108;113
1093477,101;103;104;105;106
1093480,112
1093481,102
1093484,101;102;105;107;108;113
1093485,102;104;105;109;113
1093486,101;102;105;106
1093487,101;112
1093491,105;106;113
1093498,101;102
1093499,102
1093501,104
1093502,101;102;103;108;109;110
1093504,101;102;103;104;105;106;107;110;113;116
1093506,101;105;107;108
1093514,101;103;104;105;106
1093520,101
1093521,101
1093523,101;104;111
1093527,102
1093528,101;102;103;105;106;107;108;109;110;113;116;117
1093539,102;108;109;110
1093541,102
1093544,102;104
1093547,107;108
1093551,105;108
1093561,102;109
1093564,101
1093567,101;102;103;104;105;106;117
1093568,101;102;103;104;105;109;111;112;113
1093570,102
1093575,101
1093582,101
1093584,101;104
1093585,102
1093589,102;103;105;106;107;113
1093596,101;104;106;110
1093597,101;102;112
1093599,101
1093602,102;109
1093610,101;103
1093615,101;103;104;105;106;109;110;112;117
1093618,101;102;105;106;109
1093620,101
1093622,105
1093624,101;102;103;104;105;106;107;109;110;113
1093627,101;102;105;108
1093630,101
1093636,101
1093639,102
1093640,102
1093641,102
1093642,102
1093644,101;102
1093654,102;109;110;112
1093655,101
1093656,102
1093658,102;109
1093660,101;102;109;110
1093666,102
1093668,101;102;105;113
1093669,103;105;106
1093670,102;108;109
1093673,103;104
1093682,101;102;112;113
1093700,101;102;104;105;107;108;109;111;112;117
1093706,101;102;103;105;106;107;108
1093707,101;103;105;106;107;108
1093714,101
1093718,102;104
1093725,108
1093726,102;103;104;105;109;113;116;117
1093727,102
1093729,102
1093731,102;103;105;106
1093734,108;112
1093735,101;103;104
1093736,102;109;112
1093739,102
1093740,101
1093750,102;105;106;107;108;109;110
1093752,109
1093753,102;103
1093759,102
1093760,101
1093761,102;103
1093766,101
1093767,102
1093773,101;102;105;108
1093774,101
1093789,101;102;104;105;106;108;109;110;113
1093798,111
1093810,101;102
1093811,101;102;109
1093816,108
1093819,102
1093823,102;103;104;105;108
1093825,102
1093833,102;103;104;105;113
1093834,101
1093836,101
1093840,102;112
1093841,111
1093844,101;108
1093852,102
1093860,102;105;106;108
1093862,102;105;106;113
1093865,102
1093873,102
1093880,102;103;104;105
1093889,102
1093890,102;103;105;106;108;113
1093892,102;108
1093894,102;109;110
1093900,102
1093903,103;104
1093907,102;104
1093909,102;110
1093910,102;117
1093911,104
1093912,102;110;116;117
1093918,101;102;103;105
1093924,101;102;105;106;107;108;109;113
1093928,103;104
1093929,101;113
1093931,101;105;106;108
1093932,101;102;105;108;110;113;116;117
1093933,102;107;109
1093934,103
1093937,101;102;103
1093939,102
1093942,101
1093949,101;102;109
1093950,101;105;112;114;116
1093951,102;104;110
1093953,109
1093958,109;112
1093959,102;106
1093962,101
1093963,102;105;106
1093966,103
1093976,102
1093979,113
1093986,102;103;104
1093990,108
1093993,101
1093995,105;108
1093996,102;108;109
1094000,102;109;110;112
1094020,102;109;110
1094023,108
1094028,105;106;108
1094029,102;105;108;110
1094033,102;106
1094037,101;103;104;105
1094041,101;102;105;107;109
1094042,102
1094043,104
1094051,101;102;105;106;113
1094058,101;102;103;105;106;109;111;112;113
1094068,104
1094071,102;105
1094073,101;102;105;109;110;113
1094078,102;103;105;106;112;113
1094079,102;109;110;112;113
1094080,102;103
1094086,103
1094093,105;106
1094094,102;103
1094102,101;102;103;111;112;114
1094103,101;102;103;110;117
1094110,102;110;113
1094112,101;102;113;117
1094121,101;102;103;104;105;107;109;110;112;113
1094130,101;102;103;104;105;106;107;109;117
1094131,102;103
1094135,101;103;105
1094138,102;103;104
1094143,101;102
1094164,101;102
1094165,108
1094176,101;102;103;104;105;106;107;108
1094181,102;103;104;106;115
1094182,102
1094186,102;108
1094187,102
1094188,101
1094193,102;103;105;106;107;108;113
1094195,101
1094196,101;103;105;106
1094200,101;102;105;108;117
1094206,101;102;103;105;106;117
1094212,101;105;106;113;115;116
1094213,102;104
1094216,102;104;108
1094218,102;103;105
1094220,102
1094223,102;109
1094224,102;109
1094232,101;102
1094238,111
1094239,102
1094245,101
1094250,102
1094256,101
1094262,101
1094266,102;113
1094273,101;102
1094275,102
1094276,105
1094283,101;103;105;106;108
1094290,102
1094293,101
1094295,102;104;105
1094297,101
1094307,102;108
1094309,101
1094312,108
1094317,101
1094318,101
1094325,101;102;103;104;105;108
1094328,102;109;112
1094334,101;103;104;105
1094335,101;108;112
1094336,101;102;104;105;106;108;109;113;115;117
1094337,102
1094344,109;112
1094346,102;109;112;113
1094347,102
1094348,102
1094350,101
1094358,102;109;110
1094361,102;110;113
1094362,101;109
1094363,101
1094372,101;102;104;113
1094373,101;102;103;104;105;107;108;113
1094374,112
1094381,102;109;110;113
1094382,102
1094383,102;109
1094384,101;106
1094388,101;105;108;117
1094397,101;102;103;104;105;106;107;108
1094399,101;103;112
1094401,102
1094402,102
1094404,101
1094408,103;104;105;106
1094410,102
1094415,101;102
1094421,101;102;103;109;110;113
1094424,101;102;107;108
1094428,101;108
1094430,101;102;103;104;105;109;115
1094433,101;102;103;105;106;109;110;112;113;117
1094438,104
1094439,101;103;105;106;110
1094446,102;104;105;109;110;112;113
1094450,101;102;105;106;108;109
1094456,101;102
1094460,108
1094463,101
1094467,102;112
1094470,101;117
1094472,101;102;109
1094475,101;102;109;110;112
1094478,105;106;112;113
1094484,102;103;104;109
1094485,101;102;105;107;108;110;113;116
1094502,102;104;105;107
1094503,101;103;104;105;106;108
1094506,102;105;113
1094507,101;102;103;104;105;106;107;108;109;110;112;113
1094509,101;102;103;104;105;106;107;110;113
1094514,101;102;111;112;113
1094517,102
1094525,101;109
1094526,102;110
1094527,101;102;103;106;113
1094531,102;109;112;113
1094537,102
1094539,102;103;104;105
1094542,101;112
1094545,102
1094561,102
1094566,109
1094574,108
1094575,101;102;105;109
1094576,101;102;106;113;117
1094578,102;105;110;112;113
1094581,102
1094582,101;102;103;105;106;108
1094584,102
1094587,101;102;105;108
1094589,101;108;112
1094595,101
1094596,102
1094602,103;105;107
1094603,101;102;103;105;106;112;113
1094607,102
1094609,102
1094610,101
1094611,103;104;105
1094614,101;102;105;108
1094616,115
1094621,101;109;112
1094624,101;102;110
1094625,103
1094630,102;103
1094634,103;104;106
1094635,101;102;104;106;109;110;112;113;116
1094641,112
1094646,101;102;103;104;105;107;109;110;112;113;117
1094651,101
1094662,102
1094664,102
1094669,105;108
1094675,102;103;104;105;109;110
1094678,102;103;105;106;113
1094681,101
1094686,101;103
1094694,105
1094695,102
1094698,103
1094708,111
1094709,101;108
1094712,101;102
1094714,101
1094715,101;102;105;106;107;108;109;110;112;113;115;116;117
1094716,101;108
1094719,101;102;103;105;109;117
1094720,102;103;104;105
1094721,101;102;103;104;105;106
1094726,101;102
1094730,101;102;103;109;110;112
1094735,101;102
1094745,102
1094748,101;102;105
1094749,102
1094751,112
1094752,108;112
1094753,101
1094758,105
1094763,102
1094770,112
1094772,102
1094775,101;102;104;105;108;110
1094776,103;104;105;106
1094778,112
1094780,102;105;112
1094789,101;107;113
1094792,102;105;106;108
1094793,102;109;112
1094797,102;106
1094798,101;102
1094801,102
1094802,103
1094804,103
1094805,101
1094806,101;102;106
1094807,101;102;103;104;105;107;109;110;112;113
1094808,102;109
1094810,102;108
1094811,108
1094814,102;108
1094821,102
1094822,102
1094823,101
1094824,101;102;104;106;117
1094836,101
1094842,102
1094845,102
1094849,102
1094866,102
1094868,101;102
1094871,108;112
1094881,102;108
1094882,103;104
1094883,108
1094884,102;109
1094892,112
1094901,101
1094920,102;109;110
1094923,101
1094924,101;102;103;105;108;112;113
1094926,101
1094931,102;105;108
1094933,106;108
1094934,102
1094935,101;102;103;104;105;109;110;112;113
1094937,102;109
1094938,102;112
1094939,102;104
1094940,101
1094944,102
1094945,109
1094946,103
1094948,101
1094949,101;102;103;104;105;106;108;109;110;113;115;117
1094956,101
1094957,101;102;103;104
1094958,101;105
1094961,101;102;105;112;113
1094963,102;103;104;105;106;113
1094964,111;112
1094967,102
1094969,112
1094977,101;102;103;105;106;107;108;113
1094982,102
1094986,102
1094990,101;102;105;108
1094994,102;109;110;113
1094996,102
1094997,101;110
1095001,102;103;104;105;106;112;113
1095003,108
1095007,104
1095008,101;102;103;104;105;106;108;109
1095021,102;109;112
1095023,103;105;106;113
1095026,101
1095027,102;105;109;112;113
1095028,105;106;108
1095032,102
1095033,101;102;103;107;109
1095040,105;109
1095044,101
1095045,105
1095047,101;102;105;108
1095050,102;111
1095059,102
1095060,111
1095072,101;102;103;105;106;107;113
1095076,101;105;106
1095083,102;109
1095085,101;102;105;106;108
1095086,101
1095091,101;102;103;104;105;115;117
1095100,101;102;106;112;113
1095101,102;105;108;113
1095102,102;110
1095106,101;105;106;108
1095107,108
1095121,102
1095125,101;102;103;105;108
1095127,102
1095130,102
1095137,101
1095141,102;109
1095143,102;103;104;105;107
1095146,101
1095150,102;108
1095157,101;102;104;105;106;108
1095160,101;102;105;106;107;108;113
1095162,102;109;110
1095164,101;102;105;113
1095168,109
1095172,102;105;106;108;109;113
1095173,105;108
1095176,102;104
1095178,101;102;110
1095180,101;102;105;109;110;115;116;117
1095182,102;104
1095183,101;102;104;105;110
1095185,101;102;109;110;116
1095189,102;105;109;112;113
1095193,101;103
1095194,102;103;106
1095197,102;103
1095198,101
1095200,101
1095203,117
1095204,103;104
1095205,103;106;113
1095211,102;108;109
1095212,102;109;110;113
1095219,101
1095220,108;112
1095225,101;102;103;104;105;109;110;112;113
1095226,101;102;105;106;113
1095232,101
1095235,102
1095236,101;102
1095237,102;113;115;117
1095238,102
1095248,102
1095250,102
1095251,102;103;105;108
1095253,102;109;113
1095269,109
1095277,102;110;113
1095279,102;106;108
1095280,102
1095282,102;103
1095285,101;103;104;105;106;107
1095291,112
1095298,101;102
1095299,102
1095300,102;104;105;107;113
1095301,101;102;105;106;108
1095303,102;103;105;108;109;110;112
1095304,102
1095305,101
1095306,102;108
1095307,102;108;109;110;112
1095309,101
1095313,106;108
1095314,101;102;103;104;105;106;107;108;110
1095318,101;103;104
1095319,102
1095321,101;102;105;106;108;112;113;117
1095322,101;102;105
1095324,101;102;110;112;113;116
1095330,101;102;105;106;108;113
1095332,101;102;109
1095333,102
1095336,101;103;105
1095339,105;106;108
1095345,101
1095355,102;105;113
1095359,112
1095363,101;102
1095365,102;105;107;108
1095373,102;103;104;105;106;108;113
1095376,105;108
1095389,101;104;105;106;108;112
1095390,102
1095401,101;102;103;105;106;108;109;113
1095402,101
1095403,101;103;104;105;108
1095404,102;103
1095406,101
1095410,102;109
1095411,101;102;110
1095419,102;109;110
1095430,101;102;105;106;108;113
1095434,101
1095439,101;102;103;104;105
1095443,102;103;105;106;112;113
1095445,101;103;105
1095446,101;102;105;106;108
1095459,102
1095461,117
1095470,105;109;110;112;113;116
1095475,102
1095477,101
1095486,102
1095487,101
1095493,101
1095494,102
1095496,101
1095500,102
1095501,102
1095509,102;112
1095511,102;113
1095516,102;103;105;108
1095518,101;102;105;109;110;112
1095520,102
1095530,101;102;103;105
1095534,102
1095535,102;104;105;106;107;108;113
1095536,101;103;104;105;106;112
1095537,105;106;108
1095541,102;103;105;108
1095542,101
1095547,101;102;104;105;106
1095548,103;105;106;113
1095550,102;109
1095551,102;103;104
1095552,101
1095556,101;102;104;105;106;108
1095558,101;102;103;105;108
1095560,102
1095567,102;112;113
1095569,102;105;106
1095572,102;104;110;113
1095573,109
1095574,102
1095588,103;104
1095593,103;105;106
1095597,102;108;109;110;113
1095598,101;102;117
1095599,101;102;105;106;108
1095600,102;103;104
1095601,112
1095602,102;103;104;105
1095610,102;103;105;106;112
1095613,108
1095619,101;102;109;116
1095626,101;102;103;104;105;106;112;113
1095627,102;109;110
1095629,102;109;110
1095630,105;106
1095632,102
1095633,102;103;105;108;113
1095638,102;105;106;108;113
1095649,103;104
1095653,111;112
1095657,103
1095662,101
1095667,101;102;103;105;106;108;110;117
1095671,101;102;107;108;113
1095677,112
1095678,101;103;104
1095679,101
1095681,102
1095685,102
1095687,101;102;105;108;117
1095690,101;102;103;104;106;109;110;112;115
1095691,101;102;103;113
1095692,108
1095697,101
1095699,101;102;103;104;105;109;110;112;113;117
1095705,101;102;105
1095706,102;105;109;113
1095715,103
1095721,102
1095722,102;109
1095724,105;108
1095726,102
1095733,101;102;109
1095734,101;102;103;117
1095745,102;110
1095746,102;109
1095748,101;102;105;108
1095750,101;102;113
1095751,104
1095756,101;102;103;104;105;108
1095758,102;103;104
1095760,101;102;103;104;107;109;110;112;113
1095763,102;105;108
1095766,102;106;107
1095767,102;103;104;105;106;113
1095771,102;112;116
1095777,101
1095778,101
1095779,113
1095780,102
1095782,102
1095784,101;102;104;105;106;109;113
1095786,101;102;105;106;108
1095795,101;102;105;108
1095798,102;110
1095802,101
1095804,101;104;108
1095812,101;102;105;106;110;112
1095821,102
1095824,102
1095826,102;110
1095828,101;110;112;113
1095833,102;103;106;110
1095835,101;108;110;112;113
1095837,102
1095842,101;102;103;105;106;113
1095844,102;105;106;108
1095850,101;102;103;104;105;109
1095855,102;103;104;105;107
1095856,102
1095857,102;103;104;105;106;113
1095862,102
1095867,102;105;113
1095870,102
1095871,101;102;108
1095873,101;102;111;116
1095876,102
1095881,101;105;108
1095882,102;103;105
1095885,102;103;104;105;106;107;109;110;112;113
1095891,102;109;110;112
1095913,102
1095916,101;102;104
1095917,101;102
1095918,101;102
1095921,101;102
1095924,101;106
1095930,101;103;105;106
1095936,101;102;110
1095939,101;102;103;104;105;108;109
1095943,102;103;104;105;106;107;113
1095947,102;109
1095948,102
1095950,101;102;103;105;106;107;112;113;116
1095957,101
1095971,102;110
1095974,102;109;113
1095977,101;102;103;104;110;113
1095978,101;102;109
1095982,101;102;103;108
1095983,106;108
1095987,102;104;105;112
1095995,102
1095998,102;108;109;112
1096001,102
1096004,101;102;105
1096005,102
1096006,101
1096011,101;102;103;105;106
1096012,102
1096014,102;109
1096017,108
1096018,102;105;106;107;108
1096024,102;109;110
1096026,101;102;105;106;108;113
1096029,101;102;103;104;105;106;109;110;112;113
1096030,102
1096033,101;102
1096035,101
1096041,102
1096042,102
1096045,102
1096046,103;104;105;107
1096050,102;109;110
1096051,101
1096052,102;109;110
1096062,102
1096066,101;109;110
1096067,102;103;104;105;108
1096074,101;102;104;107;108;115
1096078,102;109;110;116
1096080,102;105;106;108
1096092,102
1096097,101
1096098,101;102;105;108
1096101,105;106;109;111;112;113
1096103,101
1096106,105;108;117
1096107,102
1096109,101;102
1096115,101;102;110
1096118,101;102;104;105;106;113
1096119,102
1096123,102
1096125,108
1096127,101;102
1096132,102
1096133,101;108
1096141,101;102
1096144,109
1096147,101;103;104;106;112
1096149,101;102;103;105
1096156,102
1096158,105;108
1096162,101
1096169,102
1096173,101;102;117
1096177,102;108
1096178,101;102;105;106;107;108;113
1096179,101;102;103;105;106;108;109;110;112;113
1096180,101;103;104
1096183,101;105;110
1096186,102
1096188,102
1096189,102
1096194,101;102;105;106;110
1096199,102;105;113
1096202,101
1096205,101;102;103;104;105;106;112
1096210,102;108
1096211,104
1096215,102
1096216,101;102;109;110;112;113
1096217,101;102;105;109;110
1096218,102
1096219,102
1096220,101;102;103;104;105;107;109;110;112;113
1096224,101;104;105;113
1096225,101
1096226,101;103;104;105;106;117
1096230,102
1096237,101
1096242,101;102;103;104;105;106;107;109;110;111;112;113
1096249,105;108
1096255,101
1096259,101;102;103;104;109;110
1096261,101;102;105;108
1096264,108
1096269,109
1096273,101;102;109;113
